행정구역코드,1단계,2단계,3단계,격자 X,격자 Y,
2717069500,대구광역시,서구,원대동,88,91,대구광역시서구원대동
2720051500,대구광역시,남구,이천동,89,90,대구광역시남구이천동
2720053000,대구광역시,남구,봉덕1동,89,90,대구광역시남구봉덕1동
2720054000,대구광역시,남구,봉덕2동,89,90,대구광역시남구봉덕2동
2720055000,대구광역시,남구,봉덕3동,89,90,대구광역시남구봉덕3동
2720056000,대구광역시,남구,대명1동,89,90,대구광역시남구대명1동
2720057100,대구광역시,남구,대명2동,89,90,대구광역시남구대명2동
2720058600,대구광역시,남구,대명3동,89,90,대구광역시남구대명3동
2720059000,대구광역시,남구,대명4동,88,90,대구광역시남구대명4동
2720060000,대구광역시,남구,대명5동,89,90,대구광역시남구대명5동
2720061000,대구광역시,남구,대명6동,88,90,대구광역시남구대명6동
2720064000,대구광역시,남구,대명9동,89,90,대구광역시남구대명9동
2720065000,대구광역시,남구,대명10동,88,90,대구광역시남구대명10동
2720066000,대구광역시,남구,대명11동,88,90,대구광역시남구대명11동
2723051000,대구광역시,북구,고성동,89,91,대구광역시북구고성동
2723052600,대구광역시,북구,칠성동,89,91,대구광역시북구칠성동
2723055000,대구광역시,북구,침산1동,89,91,대구광역시북구침산1동
2723056000,대구광역시,북구,침산2동,89,91,대구광역시북구침산2동
2723057000,대구광역시,북구,침산3동,89,91,대구광역시북구침산3동
2723061000,대구광역시,북구,산격1동,89,91,대구광역시북구산격1동
2723062000,대구광역시,북구,산격2동,89,91,대구광역시북구산격2동
2723063000,대구광역시,북구,산격3동,89,91,대구광역시북구산격3동
2723063100,대구광역시,북구,산격4동,89,91,대구광역시북구산격4동
2723064500,대구광역시,북구,대현동,89,91,대구광역시북구대현동
2723067100,대구광역시,북구,복현1동,89,91,대구광역시북구복현1동
2723067200,대구광역시,북구,복현2동,89,91,대구광역시북구복현2동
2723068000,대구광역시,북구,검단동,89,91,대구광역시북구검단동
2723069500,대구광역시,북구,무태조야동,89,92,대구광역시북구무태조야동
2723071500,대구광역시,북구,관문동,88,91,대구광역시북구관문동
2723072500,대구광역시,북구,태전1동,88,92,대구광역시북구태전1동
2723073500,대구광역시,북구,태전2동,88,92,대구광역시북구태전2동
2723074500,대구광역시,북구,구암동,88,92,대구광역시북구구암동
2723075000,대구광역시,북구,관음동,88,92,대구광역시북구관음동
2723077000,대구광역시,북구,읍내동,88,92,대구광역시북구읍내동
2723078000,대구광역시,북구,동천동,88,92,대구광역시북구동천동
2723079000,대구광역시,북구,노원동,89,91,대구광역시북구노원동
2723080000,대구광역시,북구,국우동,88,92,대구광역시북구국우동
2726051000,대구광역시,수성구,범어1동,89,90,대구광역시수성구범어1동
2726052000,대구광역시,수성구,범어2동,89,90,대구광역시수성구범어2동
2726053000,대구광역시,수성구,범어3동,89,90,대구광역시수성구범어3동
2726054000,대구광역시,수성구,범어4동,90,90,대구광역시수성구범어4동
2726055000,대구광역시,수성구,만촌1동,90,91,대구광역시수성구만촌1동
2726056000,대구광역시,수성구,만촌2동,90,90,대구광역시수성구만촌2동
2726056100,대구광역시,수성구,만촌3동,90,90,대구광역시수성구만촌3동
2726057000,대구광역시,수성구,수성1가동,89,90,대구광역시수성구수성1가동
2726058000,대구광역시,수성구,수성2.3가동,89,90,대구광역시수성구수성2.3가동
2726059000,대구광역시,수성구,수성4가동,89,90,대구광역시수성구수성4가동
2726060100,대구광역시,수성구,황금1동,90,90,대구광역시수성구황금1동
2726060200,대구광역시,수성구,황금2동,89,90,대구광역시수성구황금2동
2726061000,대구광역시,수성구,중동,89,90,대구광역시수성구중동
2726062000,대구광역시,수성구,상동,89,90,대구광역시수성구상동
2726063000,대구광역시,수성구,파동,89,89,대구광역시수성구파동
2726064000,대구광역시,수성구,두산동,89,90,대구광역시수성구두산동
2726065100,대구광역시,수성구,지산1동,90,89,대구광역시수성구지산1동
2726065200,대구광역시,수성구,지산2동,89,89,대구광역시수성구지산2동
2726066100,대구광역시,수성구,범물1동,90,89,대구광역시수성구범물1동
2726066200,대구광역시,수성구,범물2동,90,89,대구광역시수성구범물2동
2726067000,대구광역시,수성구,고산1동,91,90,대구광역시수성구고산1동
2726068000,대구광역시,수성구,고산2동,91,90,대구광역시수성구고산2동
2726069000,대구광역시,수성구,고산3동,91,90,대구광역시수성구고산3동
2729051500,대구광역시,달서구,성당동,88,90,대구광역시달서구성당동
2729053500,대구광역시,달서구,두류1.2동,89,90,대구광역시달서구두류1.2동
2729055000,대구광역시,달서구,두류3동,88,90,대구광역시달서구두류3동
2729055500,대구광역시,달서구,감삼동,88,90,대구광역시달서구감삼동
2729056300,대구광역시,달서구,죽전동,88,90,대구광역시달서구죽전동
2729056800,대구광역시,달서구,장기동,88,90,대구광역시달서구장기동
2729057100,대구광역시,달서구,용산1동,88,90,대구광역시달서구용산1동
2729057200,대구광역시,달서구,용산2동,88,90,대구광역시달서구용산2동
2729057600,대구광역시,달서구,이곡1동,87,90,대구광역시달서구이곡1동
2729057700,대구광역시,달서구,이곡2동,87,90,대구광역시달서구이곡2동
2729058500,대구광역시,달서구,신당동,87,90,대구광역시달서구신당동
2729059000,대구광역시,달서구,본리동,88,90,대구광역시달서구본리동
2729060100,대구광역시,달서구,월성1동,88,89,대구광역시달서구월성1동
2729060200,대구광역시,달서구,월성2동,88,90,대구광역시달서구월성2동
2729061500,대구광역시,달서구,진천동,88,89,대구광역시달서구진천동
2729062400,대구광역시,달서구,상인1동,88,89,대구광역시달서구상인1동
2729062500,대구광역시,달서구,상인2동,88,89,대구광역시달서구상인2동
2729062600,대구광역시,달서구,상인3동,88,89,대구광역시달서구상인3동
2729062800,대구광역시,달서구,도원동,88,89,대구광역시달서구도원동
2729063000,대구광역시,달서구,송현1동,88,90,대구광역시달서구송현1동
2729064000,대구광역시,달서구,송현2동,88,90,대구광역시달서구송현2동
2729065000,대구광역시,달서구,본동,88,90,대구광역시달서구본동
2771025000,대구광역시,달성군,화원읍,87,89,대구광역시달성군화원읍
2771025300,대구광역시,달성군,논공읍,86,88,대구광역시달성군논공읍
2771025600,대구광역시,달성군,다사읍,86,90,대구광역시달성군다사읍
2771025900,대구광역시,달성군,유가읍,87,87,대구광역시달성군유가읍
2771026200,대구광역시,달성군,옥포읍,87,89,대구광역시달성군옥포읍
2771026500,대구광역시,달성군,현풍읍,86,87,대구광역시달성군현풍읍
2771031000,대구광역시,달성군,가창면,89,89,대구광역시달성군가창면
2771033000,대구광역시,달성군,하빈면,86,91,대구광역시달성군하빈면
2771038000,대구광역시,달성군,구지면,86,86,대구광역시달성군구지면
2811052000,인천광역시,중구,연안동,53,124,인천광역시중구연안동
2811053000,인천광역시,중구,신포동,54,125,인천광역시중구신포동
2811054000,인천광역시,중구,신흥동,54,124,인천광역시중구신흥동
2811056000,인천광역시,중구,도원동,54,124,인천광역시중구도원동
2811057000,인천광역시,중구,율목동,54,124,인천광역시중구율목동
2811058500,인천광역시,중구,동인천동,54,125,인천광역시중구동인천동
2811060000,인천광역시,중구,북성동,54,125,인천광역시중구북성동
2811061000,인천광역시,중구,송월동,54,125,인천광역시중구송월동
2811062000,인천광역시,중구,영종동,52,125,인천광역시중구영종동
2811062200,인천광역시,중구,영종1동,53,125,인천광역시중구영종1동
2811062800,인천광역시,중구,운서동,51,125,인천광역시중구운서동
2811063000,인천광역시,중구,용유동,50,124,인천광역시중구용유동
2814051000,인천광역시,동구,만석동,54,125,인천광역시동구만석동
2814052500,인천광역시,동구,화수1.화평동,54,125,인천광역시동구화수1.화평동
2814053000,인천광역시,동구,화수2동,54,125,인천광역시동구화수2동
2814055500,인천광역시,동구,송현1.2동,54,125,인천광역시동구송현1.2동
2814057000,인천광역시,동구,송현3동,54,125,인천광역시동구송현3동
2814058000,인천광역시,동구,송림1동,54,125,인천광역시동구송림1동
2814059000,인천광역시,동구,송림2동,54,125,인천광역시동구송림2동
2814060500,인천광역시,동구,송림3.5동,54,125,인천광역시동구송림3.5동
2814061000,인천광역시,동구,송림4동,54,125,인천광역시동구송림4동
2814063000,인천광역시,동구,송림6동,54,125,인천광역시동구송림6동
2814064000,인천광역시,동구,금창동,54,125,인천광역시동구금창동
2817751000,인천광역시,미추홀구,숭의2동,54,124,인천광역시미추홀구숭의2동
2817752000,인천광역시,미추홀구,"숭의1,3동",54,125,"인천광역시미추홀구숭의1,3동"
2817753000,인천광역시,미추홀구,숭의4동,54,124,인천광역시미추홀구숭의4동
2817754000,인천광역시,미추홀구,"용현1,4동",54,124,"인천광역시미추홀구용현1,4동"
2817755000,인천광역시,미추홀구,용현2동,54,124,인천광역시미추홀구용현2동
2817756000,인천광역시,미추홀구,용현3동,54,124,인천광역시미추홀구용현3동
2817757000,인천광역시,미추홀구,용현5동,54,124,인천광역시미추홀구용현5동
2817758000,인천광역시,미추홀구,학익1동,54,124,인천광역시미추홀구학익1동
2817759000,인천광역시,미추홀구,학익2동,55,124,인천광역시미추홀구학익2동
2817760000,인천광역시,미추홀구,도화1동,55,124,인천광역시미추홀구도화1동
2817761000,인천광역시,미추홀구,"도화2,3동",54,125,"인천광역시미추홀구도화2,3동"
2817762000,인천광역시,미추홀구,주안1동,55,124,인천광역시미추홀구주안1동
2817763000,인천광역시,미추홀구,주안2동,55,124,인천광역시미추홀구주안2동
2817764000,인천광역시,미추홀구,주안3동,55,124,인천광역시미추홀구주안3동
2817765000,인천광역시,미추홀구,주안4동,55,124,인천광역시미추홀구주안4동
2817766000,인천광역시,미추홀구,주안5동,55,124,인천광역시미추홀구주안5동
2817767000,인천광역시,미추홀구,주안6동,55,124,인천광역시미추홀구주안6동
2817768000,인천광역시,미추홀구,주안7동,55,124,인천광역시미추홀구주안7동
2817769000,인천광역시,미추홀구,주안8동,55,124,인천광역시미추홀구주안8동
2817770000,인천광역시,미추홀구,관교동,55,124,인천광역시미추홀구관교동
2817771000,인천광역시,미추홀구,문학동,55,124,인천광역시미추홀구문학동
2818563000,인천광역시,연수구,옥련1동,54,124,인천광역시연수구옥련1동
2818564000,인천광역시,연수구,옥련2동,54,124,인천광역시연수구옥련2동
2818575000,인천광역시,연수구,선학동,55,123,인천광역시연수구선학동
2818576100,인천광역시,연수구,연수1동,55,123,인천광역시연수구연수1동
2818576200,인천광역시,연수구,연수2동,55,123,인천광역시연수구연수2동
2818576300,인천광역시,연수구,연수3동,55,123,인천광역시연수구연수3동
2818576600,인천광역시,연수구,청학동,55,124,인천광역시연수구청학동
2818578000,인천광역시,연수구,동춘1동,55,123,인천광역시연수구동춘1동
2818579000,인천광역시,연수구,동춘2동,55,123,인천광역시연수구동춘2동
2818579500,인천광역시,연수구,동춘3동,55,123,인천광역시연수구동춘3동
2818582000,인천광역시,연수구,송도1동,54,123,인천광역시연수구송도1동
2818583000,인천광역시,연수구,송도2동,54,123,인천광역시연수구송도2동
2818584000,인천광역시,연수구,송도3동,54,123,인천광역시연수구송도3동
2818585000,인천광역시,연수구,송도4동,54,123,인천광역시연수구송도4동
2818586000,인천광역시,연수구,송도5동,54,123,인천광역시연수구송도5동
2820051000,인천광역시,남동구,구월1동,55,124,인천광역시남동구구월1동
2820052000,인천광역시,남동구,구월2동,55,124,인천광역시남동구구월2동
2820052100,인천광역시,남동구,구월3동,55,124,인천광역시남동구구월3동
2820052200,인천광역시,남동구,구월4동,56,124,인천광역시남동구구월4동
2820053000,인천광역시,남동구,간석1동,55,124,인천광역시남동구간석1동
2820054000,인천광역시,남동구,간석2동,55,124,인천광역시남동구간석2동
2820055000,인천광역시,남동구,간석3동,55,124,인천광역시남동구간석3동
2820055100,인천광역시,남동구,간석4동,55,124,인천광역시남동구간석4동
2820056000,인천광역시,남동구,만수1동,56,124,인천광역시남동구만수1동
2820057000,인천광역시,남동구,만수2동,56,124,인천광역시남동구만수2동
2820058000,인천광역시,남동구,만수3동,55,124,인천광역시남동구만수3동
2820058100,인천광역시,남동구,만수4동,56,124,인천광역시남동구만수4동
2820058200,인천광역시,남동구,만수5동,56,124,인천광역시남동구만수5동
2820058300,인천광역시,남동구,만수6동,56,124,인천광역시남동구만수6동
2820065000,인천광역시,남동구,장수서창동,56,124,인천광역시남동구장수서창동
2820065500,인천광역시,남동구,서창2동,56,124,인천광역시남동구서창2동
2820066000,인천광역시,남동구,남촌도림동,55,124,인천광역시남동구남촌도림동
2820069000,인천광역시,남동구,논현1동,56,123,인천광역시남동구논현1동
2820070000,인천광역시,남동구,논현2동,55,123,인천광역시남동구논현2동
2820071000,인천광역시,남동구,논현고잔동,55,123,인천광역시남동구논현고잔동
2823751000,인천광역시,부평구,부평1동,55,125,인천광역시부평구부평1동
2823752000,인천광역시,부평구,부평2동,55,125,인천광역시부평구부평2동
2823753000,인천광역시,부평구,부평3동,55,125,인천광역시부평구부평3동
2823754000,인천광역시,부평구,부평4동,56,125,인천광역시부평구부평4동
2823755000,인천광역시,부평구,부평5동,56,125,인천광역시부평구부평5동
2823756000,인천광역시,부평구,부평6동,56,125,인천광역시부평구부평6동
2823757000,인천광역시,부평구,산곡1동,55,125,인천광역시부평구산곡1동
2823758000,인천광역시,부평구,산곡2동,55,125,인천광역시부평구산곡2동
2823758100,인천광역시,부평구,산곡3동,55,125,인천광역시부평구산곡3동
2823758200,인천광역시,부평구,산곡4동,55,125,인천광역시부평구산곡4동
2823759100,인천광역시,부평구,청천1동,55,126,인천광역시부평구청천1동
2823759200,인천광역시,부평구,청천2동,55,125,인천광역시부평구청천2동
2823764100,인천광역시,부평구,갈산1동,56,126,인천광역시부평구갈산1동
2823764200,인천광역시,부평구,갈산2동,56,125,인천광역시부평구갈산2동
2823764600,인천광역시,부평구,삼산1동,56,126,인천광역시부평구삼산1동
2823764800,인천광역시,부평구,삼산2동,56,125,인천광역시부평구삼산2동
2823765000,인천광역시,부평구,부개1동,56,125,인천광역시부평구부개1동
2823766000,인천광역시,부평구,부개2동,56,125,인천광역시부평구부개2동
2823766100,인천광역시,부평구,부개3동,56,125,인천광역시부평구부개3동
2823767000,인천광역시,부평구,일신동,56,125,인천광역시부평구일신동
2823768000,인천광역시,부평구,십정1동,55,125,인천광역시부평구십정1동
2823769000,인천광역시,부평구,십정2동,55,125,인천광역시부평구십정2동
2824560100,인천광역시,계양구,효성1동,55,126,인천광역시계양구효성1동
2824560200,인천광역시,계양구,효성2동,55,126,인천광역시계양구효성2동
2824561100,인천광역시,계양구,계산1동,55,126,인천광역시계양구계산1동
2824561200,인천광역시,계양구,계산2동,56,126,인천광역시계양구계산2동
2824561300,인천광역시,계양구,계산3동,56,126,인천광역시계양구계산3동
2824561400,인천광역시,계양구,계산4동,56,126,인천광역시계양구계산4동
2824562100,인천광역시,계양구,작전1동,56,126,인천광역시계양구작전1동
2824562200,인천광역시,계양구,작전2동,55,126,인천광역시계양구작전2동
2824564000,인천광역시,계양구,작전서운동,56,126,인천광역시계양구작전서운동
2824571000,인천광역시,계양구,계양1동,56,127,인천광역시계양구계양1동
2824572000,인천광역시,계양구,계양2동,56,126,인천광역시계양구계양2동
2824573000,인천광역시,계양구,계양3동,56,127,인천광역시계양구계양3동
2826051500,인천광역시,서구,검암경서동,55,127,인천광역시서구검암경서동
2826053000,인천광역시,서구,연희동,55,126,인천광역시서구연희동
2826053600,인천광역시,서구,청라1동,54,126,인천광역시서구청라1동
2826053700,인천광역시,서구,청라2동,54,126,인천광역시서구청라2동
2826053900,인천광역시,서구,청라3동,54,126,인천광역시서구청라3동
2826054200,인천광역시,서구,가정1동,55,126,인천광역시서구가정1동
2826054300,인천광역시,서구,가정2동,55,126,인천광역시서구가정2동
2826054400,인천광역시,서구,가정3동,55,125,인천광역시서구가정3동
2826055000,인천광역시,서구,석남1동,55,125,인천광역시서구석남1동
2826056000,인천광역시,서구,석남2동,55,125,인천광역시서구석남2동
2826056100,인천광역시,서구,석남3동,55,125,인천광역시서구석남3동
2826057500,인천광역시,서구,신현원창동,55,125,인천광역시서구신현원창동
2826058000,인천광역시,서구,가좌1동,55,125,인천광역시서구가좌1동
2826059000,인천광역시,서구,가좌2동,55,125,인천광역시서구가좌2동
2826060000,인천광역시,서구,가좌3동,55,125,인천광역시서구가좌3동
2826061000,인천광역시,서구,가좌4동,55,125,인천광역시서구가좌4동
2826068000,인천광역시,서구,검단동,54,127,인천광역시서구검단동
2826069000,인천광역시,서구,불로대곡동,55,128,인천광역시서구불로대곡동
2826070000,인천광역시,서구,원당동,55,127,인천광역시서구원당동
2826071000,인천광역시,서구,당하동,55,127,인천광역시서구당하동
2826072000,인천광역시,서구,오류왕길동,54,127,인천광역시서구오류왕길동
2826073000,인천광역시,서구,마전동,54,127,인천광역시서구마전동
2871025000,인천광역시,강화군,강화읍,51,131,인천광역시강화군강화읍
2871031000,인천광역시,강화군,선원면,51,130,인천광역시강화군선원면
2871032000,인천광역시,강화군,불은면,51,129,인천광역시강화군불은면
2871033000,인천광역시,강화군,길상면,51,128,인천광역시강화군길상면
2871034000,인천광역시,강화군,화도면,50,128,인천광역시강화군화도면
2871035000,인천광역시,강화군,양도면,50,129,인천광역시강화군양도면
2871036000,인천광역시,강화군,내가면,50,130,인천광역시강화군내가면
2871037000,인천광역시,강화군,하점면,50,131,인천광역시강화군하점면
2871038000,인천광역시,강화군,양사면,50,132,인천광역시강화군양사면
2871039000,인천광역시,강화군,송해면,51,131,인천광역시강화군송해면
2871040000,인천광역시,강화군,교동면,48,131,인천광역시강화군교동면
2871041000,인천광역시,강화군,삼산면,49,130,인천광역시강화군삼산면
2871042000,인천광역시,강화군,서도면,47,128,인천광역시강화군서도면
2872031000,인천광역시,옹진군,북도면,50,126,인천광역시옹진군북도면
2872033000,인천광역시,옹진군,백령면,21,135,인천광역시옹진군백령면
2872034000,인천광역시,옹진군,대청면,21,132,인천광역시옹진군대청면
2872035000,인천광역시,옹진군,덕적면,46,119,인천광역시옹진군덕적면
2872036000,인천광역시,옹진군,영흥면,51,120,인천광역시옹진군영흥면
2872037000,인천광역시,옹진군,자월면,48,120,인천광역시옹진군자월면
2872038000,인천광역시,옹진군,연평면,38,129,인천광역시옹진군연평면
2911052500,광주광역시,동구,충장동,59,74,광주광역시동구충장동
2911054500,광주광역시,동구,동명동,60,74,광주광역시동구동명동
2911056000,광주광역시,동구,계림1동,59,74,광주광역시동구계림1동
2911057000,광주광역시,동구,계림2동,60,74,광주광역시동구계림2동
2911059000,광주광역시,동구,산수1동,60,74,광주광역시동구산수1동
2911060000,광주광역시,동구,산수2동,60,74,광주광역시동구산수2동
2911062000,광주광역시,동구,지산1동,60,74,광주광역시동구지산1동
2911063000,광주광역시,동구,지산2동,60,74,광주광역시동구지산2동
2911065500,광주광역시,동구,서남동,60,74,광주광역시동구서남동
2911068500,광주광역시,동구,학동,60,74,광주광역시동구학동
2911071000,광주광역시,동구,학운동,60,74,광주광역시동구학운동
2911073000,광주광역시,동구,지원1동,60,73,광주광역시동구지원1동
2911074000,광주광역시,동구,지원2동,60,73,광주광역시동구지원2동
2914057500,광주광역시,서구,양동,59,74,광주광역시서구양동
2914059000,광주광역시,서구,양3동,59,74,광주광역시서구양3동
2914065000,광주광역시,서구,농성1동,59,74,광주광역시서구농성1동
2914066000,광주광역시,서구,농성2동,59,74,광주광역시서구농성2동
2914073000,광주광역시,서구,광천동,59,74,광주광역시서구광천동
2914074000,광주광역시,서구,유덕동,58,74,광주광역시서구유덕동
2914074500,광주광역시,서구,치평동,58,74,광주광역시서구치평동
2914075100,광주광역시,서구,상무1동,59,74,광주광역시서구상무1동
2914075200,광주광역시,서구,상무2동,58,74,광주광역시서구상무2동
2914076000,광주광역시,서구,화정1동,59,74,광주광역시서구화정1동
2914077000,광주광역시,서구,화정2동,59,74,광주광역시서구화정2동
2914078000,광주광역시,서구,화정3동,59,74,광주광역시서구화정3동
2914079000,광주광역시,서구,화정4동,59,74,광주광역시서구화정4동
2914080000,광주광역시,서구,서창동,58,73,광주광역시서구서창동
2914082100,광주광역시,서구,금호1동,58,74,광주광역시서구금호1동
2914082400,광주광역시,서구,금호2동,58,74,광주광역시서구금호2동
2914083000,광주광역시,서구,풍암동,59,74,광주광역시서구풍암동
2914084000,광주광역시,서구,동천동,58,75,광주광역시서구동천동
2915551000,광주광역시,남구,양림동,59,74,광주광역시남구양림동
2915552000,광주광역시,남구,방림1동,59,74,광주광역시남구방림1동
2915553000,광주광역시,남구,방림2동,59,74,광주광역시남구방림2동
2915553700,광주광역시,남구,봉선1동,59,74,광주광역시남구봉선1동
2915553800,광주광역시,남구,봉선2동,59,73,광주광역시남구봉선2동
2915554500,광주광역시,남구,사직동,59,74,광주광역시남구사직동
2915560500,광주광역시,남구,월산동,59,74,광주광역시남구월산동
2915563000,광주광역시,남구,월산4동,59,74,광주광역시남구월산4동
2915564000,광주광역시,남구,월산5동,59,74,광주광역시남구월산5동
2915567000,광주광역시,남구,백운1동,59,74,광주광역시남구백운1동
2915568000,광주광역시,남구,백운2동,59,74,광주광역시남구백운2동
2915569000,광주광역시,남구,주월1동,59,74,광주광역시남구주월1동
2915570000,광주광역시,남구,주월2동,59,74,광주광역시남구주월2동
2915571000,광주광역시,남구,효덕동,59,73,광주광역시남구효덕동
2915572000,광주광역시,남구,송암동,59,73,광주광역시남구송암동
2915573000,광주광역시,남구,대촌동,58,73,광주광역시남구대촌동
2917051000,광주광역시,북구,중흥1동,59,74,광주광역시북구중흥1동
2917052000,광주광역시,북구,중흥2동,59,74,광주광역시북구중흥2동
2917053000,광주광역시,북구,중흥3동,59,75,광주광역시북구중흥3동
2917055500,광주광역시,북구,중앙동,59,74,광주광역시북구중앙동
2917057000,광주광역시,북구,임동,59,74,광주광역시북구임동
2917058000,광주광역시,북구,신안동,59,74,광주광역시북구신안동
2917059000,광주광역시,북구,용봉동,59,75,광주광역시북구용봉동
2917060100,광주광역시,북구,운암1동,59,75,광주광역시북구운암1동
2917060200,광주광역시,북구,운암2동,59,75,광주광역시북구운암2동
2917060300,광주광역시,북구,운암3동,59,75,광주광역시북구운암3동
2917061500,광주광역시,북구,동림동,58,75,광주광역시북구동림동
2917062000,광주광역시,북구,우산동,59,75,광주광역시북구우산동
2917063500,광주광역시,북구,풍향동,60,74,광주광역시북구풍향동
2917065000,광주광역시,북구,문화동,60,75,광주광역시북구문화동
2917065600,광주광역시,북구,문흥1동,59,75,광주광역시북구문흥1동
2917065700,광주광역시,북구,문흥2동,59,75,광주광역시북구문흥2동
2917066100,광주광역시,북구,두암1동,60,75,광주광역시북구두암1동
2917066200,광주광역시,북구,두암2동,60,75,광주광역시북구두암2동
2917066300,광주광역시,북구,두암3동,60,74,광주광역시북구두암3동
2917066600,광주광역시,북구,삼각동,59,75,광주광역시북구삼각동
2917066900,광주광역시,북구,일곡동,59,75,광주광역시북구일곡동
2917067300,광주광역시,북구,매곡동,59,75,광주광역시북구매곡동
2917067600,광주광역시,북구,오치1동,59,75,광주광역시북구오치1동
2917067700,광주광역시,북구,오치2동,59,75,광주광역시북구오치2동
2917068500,광주광역시,북구,석곡동,60,75,광주광역시북구석곡동
2917069500,광주광역시,북구,건국동,59,76,광주광역시북구건국동
2917069600,광주광역시,북구,양산동,59,76,광주광역시북구양산동
2917069700,광주광역시,북구,신용동,58,75,광주광역시북구신용동
2920051500,광주광역시,광산구,송정1동,57,74,광주광역시광산구송정1동
2920052500,광주광역시,광산구,송정2동,57,74,광주광역시광산구송정2동
2920054000,광주광역시,광산구,도산동,57,74,광주광역시광산구도산동
2920055000,광주광역시,광산구,신흥동,57,74,광주광역시광산구신흥동
2920056500,광주광역시,광산구,어룡동,57,74,광주광역시광산구어룡동
2920058000,광주광역시,광산구,우산동,57,74,광주광역시광산구우산동
2920060000,광주광역시,광산구,월곡1동,57,75,광주광역시광산구월곡1동
2920061000,광주광역시,광산구,월곡2동,57,75,광주광역시광산구월곡2동
2920062000,광주광역시,광산구,비아동,58,76,광주광역시광산구비아동
2920062400,광주광역시,광산구,첨단1동,58,76,광주광역시광산구첨단1동
2920062600,광주광역시,광산구,첨단2동,58,76,광주광역시광산구첨단2동
2920063000,광주광역시,광산구,신가동,58,75,광주광역시광산구신가동
2920063500,광주광역시,광산구,운남동,58,75,광주광역시광산구운남동
2920063700,광주광역시,광산구,수완동,58,75,광주광역시광산구수완동
2920064000,광주광역시,광산구,하남동,57,75,광주광역시광산구하남동
2920065000,광주광역시,광산구,임곡동,56,76,광주광역시광산구임곡동
2920066000,광주광역시,광산구,동곡동,57,73,광주광역시광산구동곡동
2920067000,광주광역시,광산구,평동,57,73,광주광역시광산구평동
2920068000,광주광역시,광산구,삼도동,55,74,광주광역시광산구삼도동
2920069000,광주광역시,광산구,본량동,56,75,광주광역시광산구본량동
2920070000,광주광역시,광산구,신창동,58,75,광주광역시광산구신창동
3011051500,대전광역시,동구,중앙동,68,100,대전광역시동구중앙동
3011053000,대전광역시,동구,효동,68,100,대전광역시동구효동
3011054500,대전광역시,동구,신인동,68,100,대전광역시동구신인동
3011055100,대전광역시,동구,판암1동,69,100,대전광역시동구판암1동
3011055200,대전광역시,동구,판암2동,69,100,대전광역시동구판암2동
3011056000,대전광역시,동구,용운동,69,100,대전광역시동구용운동
3011058500,대전광역시,동구,대동,68,100,대전광역시동구대동
3011059000,대전광역시,동구,자양동,68,100,대전광역시동구자양동
3011062000,대전광역시,동구,가양1동,68,100,대전광역시동구가양1동
3011063000,대전광역시,동구,가양2동,68,100,대전광역시동구가양2동
3011064000,대전광역시,동구,용전동,68,101,대전광역시동구용전동
3011066500,대전광역시,동구,성남동,68,100,대전광역시동구성남동
3011067000,대전광역시,동구,홍도동,68,100,대전광역시동구홍도동
3011069500,대전광역시,동구,삼성동,68,100,대전광역시동구삼성동
3011072500,대전광역시,동구,대청동,69,100,대전광역시동구대청동
3011074000,대전광역시,동구,산내동,69,99,대전광역시동구산내동
3014053500,대전광역시,중구,은행선화동,68,100,대전광역시중구은행선화동
3014055000,대전광역시,중구,목동,68,100,대전광역시중구목동
3014056000,대전광역시,중구,중촌동,68,100,대전광역시중구중촌동
3014057500,대전광역시,중구,대흥동,68,100,대전광역시중구대흥동
3014060500,대전광역시,중구,문창동,68,100,대전광역시중구문창동
3014062000,대전광역시,중구,석교동,68,99,대전광역시중구석교동
3014063000,대전광역시,중구,대사동,68,100,대전광역시중구대사동
3014064000,대전광역시,중구,부사동,68,100,대전광역시중구부사동
3014065500,대전광역시,중구,용두동,68,100,대전광역시중구용두동
3014067000,대전광역시,중구,오류동,68,100,대전광역시중구오류동
3014068000,대전광역시,중구,태평1동,68,100,대전광역시중구태평1동
3014069000,대전광역시,중구,태평2동,67,100,대전광역시중구태평2동
3014070000,대전광역시,중구,유천1동,67,100,대전광역시중구유천1동
3014071000,대전광역시,중구,유천2동,68,100,대전광역시중구유천2동
3014072000,대전광역시,중구,문화1동,68,100,대전광역시중구문화1동
3014073000,대전광역시,중구,문화2동,68,99,대전광역시중구문화2동
3014074000,대전광역시,중구,산성동,67,99,대전광역시중구산성동
3017051000,대전광역시,서구,복수동,67,99,대전광역시서구복수동
3017052000,대전광역시,서구,도마1동,67,100,대전광역시서구도마1동
3017053000,대전광역시,서구,도마2동,67,100,대전광역시서구도마2동
3017053500,대전광역시,서구,정림동,67,99,대전광역시서구정림동
3017054000,대전광역시,서구,변동,67,100,대전광역시서구변동
3017055000,대전광역시,서구,용문동,67,100,대전광역시서구용문동
3017055500,대전광역시,서구,탄방동,67,100,대전광역시서구탄방동
3017056000,대전광역시,서구,괴정동,67,100,대전광역시서구괴정동
3017057000,대전광역시,서구,가장동,67,100,대전광역시서구가장동
3017057500,대전광역시,서구,내동,67,100,대전광역시서구내동
3017058100,대전광역시,서구,갈마1동,67,100,대전광역시서구갈마1동
3017058200,대전광역시,서구,갈마2동,67,100,대전광역시서구갈마2동
3017058600,대전광역시,서구,월평1동,67,100,대전광역시서구월평1동
